x,y,center_x,center_y,hexbin_id,hex_attempts,hex_pct,hex_points_scored,hex_points_per_shot,zone_range,name_zone,zone_attempts,zone_pct,zone_points_scored,zone_points_per_shot,league_pct,league_pps,slug_season,streak_col,radius_factor,adj_x,adj_y,bounded_fg_diff,bounded_fg_pct,bounded_points_per_shot
-23.250001,4.5310879132455355,-24.000001,4.098075211353316,67,2,0,0,0,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.5622172478993495,23.57833806407549,4.341522420916621,0.15,0.5454545454545454,1.5
-23.250001,3.6650625094610967,-24.000001,4.098075211353316,67,2,0,0,0,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.5622172478993495,23.57833806407549,3.8546280017900107,0.15,0.5454545454545454,1.5
-24.000001,3.232049807568877,-24.000001,4.098075211353316,67,2,0,0,0,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.5622172478993495,24.000001,3.6111807922267056,0.15,0.5454545454545454,1.5
-24.750001,3.6650625094610967,-24.000001,4.098075211353316,67,2,0,0,0,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.5622172478993495,24.421663935924514,3.8546280017900107,0.15,0.5454545454545454,1.5
-24.750001,4.5310879132455355,-24.000001,4.098075211353316,67,2,0,0,0,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.5622172478993495,24.421663935924514,4.341522420916621,0.15,0.5454545454545454,1.5
-24.000001,4.964100615137754,-24.000001,4.098075211353316,67,2,0,0,0,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.5622172478993495,24.000001,4.584969630479925,0.15,0.5454545454545454,1.5
-21.750001,4.5310879132455355,-22.500001,4.098075211353316,68,3,0.6666666666666666,6,2,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.6439743025557902,22.01702027308316,4.376924264052156,0.15,0.5454545454545454,1.5
-21.750001,3.6650625094610967,-22.500001,4.098075211353316,68,3,0.6666666666666666,6,2,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.6439743025557902,22.01702027308316,3.819226158654476,0.15,0.5454545454545454,1.5
-22.500001,3.232049807568877,-22.500001,4.098075211353316,68,3,0.6666666666666666,6,2,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.6439743025557902,22.500001,3.5403771059556353,0.15,0.5454545454545454,1.5
-23.250001,3.6650625094610967,-22.500001,4.098075211353316,68,3,0.6666666666666666,6,2,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.6439743025557902,22.982981726916844,3.819226158654476,0.15,0.5454545454545454,1.5
-23.250001,4.5310879132455355,-22.500001,4.098075211353316,68,3,0.6666666666666666,6,2,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.6439743025557902,22.982981726916844,4.376924264052156,0.15,0.5454545454545454,1.5
-22.500001,4.964100615137754,-22.500001,4.098075211353316,68,3,0.6666666666666666,6,2,24+ ft.,Left Side,22,0.5454545454545454,36,1.6363636363636365,0.37638786084381937,1.13,2015-2021,3+ Makes,0.6439743025557902,22.500001,4.655773316750996,0.15,0.5454545454545454,1.5
-5.250001000000001,4.5310879132455355,-6.000001000000001,4.098075211353316,79,1,0,0,0,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,5.66476063654158,4.291626325439264,0.09516067629604741,0.6923076923076923,1.3846153846153846
-5.250001000000001,3.6650625094610967,-6.000001000000001,4.098075211353316,79,1,0,0,0,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,5.66476063654158,3.9045240972673683,0.09516067629604741,0.6923076923076923,1.3846153846153846
-6.000001000000001,3.232049807568877,-6.000001000000001,4.098075211353316,79,1,0,0,0,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,6.000001000000001,3.7109729831814207,0.09516067629604741,0.6923076923076923,1.3846153846153846
-6.750001000000001,3.6650625094610967,-6.000001000000001,4.098075211353316,79,1,0,0,0,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,6.335241363458422,3.9045240972673683,0.09516067629604741,0.6923076923076923,1.3846153846153846
-6.750001000000001,4.5310879132455355,-6.000001000000001,4.098075211353316,79,1,0,0,0,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,6.335241363458422,4.291626325439264,0.09516067629604741,0.6923076923076923,1.3846153846153846
-6.000001000000001,4.964100615137754,-6.000001000000001,4.098075211353316,79,1,0,0,0,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,6.000001000000001,4.485177439525211,0.09516067629604741,0.6923076923076923,1.3846153846153846
0.7499989999999989,4.5310879132455355,-1.0000000010279564e-6,4.098075211353316,83,1,1,2,2,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,-0.33523936345842026,4.291626325439264,0.09516067629604741,0.6923076923076923,1.3846153846153846
0.7499989999999989,3.6650625094610967,-1.0000000010279564e-6,4.098075211353316,83,1,1,2,2,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,-0.33523936345842026,3.9045240972673683,0.09516067629604741,0.6923076923076923,1.3846153846153846
-1.0000000010279564e-6,3.232049807568877,-1.0000000010279564e-6,4.098075211353316,83,1,1,2,2,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,1.0000000010279564e-6,3.7109729831814207,0.09516067629604741,0.6923076923076923,1.3846153846153846
-0.7500010000000009,3.6650625094610967,-1.0000000010279564e-6,4.098075211353316,83,1,1,2,2,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,0.3352413634584223,3.9045240972673683,0.09516067629604741,0.6923076923076923,1.3846153846153846
-0.7500010000000009,4.5310879132455355,-1.0000000010279564e-6,4.098075211353316,83,1,1,2,2,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,0.3352413634584223,4.291626325439264,0.09516067629604741,0.6923076923076923,1.3846153846153846
-1.0000000010279564e-6,4.964100615137754,-1.0000000010279564e-6,4.098075211353316,83,1,1,2,2,Less Than 8 ft.,Center,78,0.6923076923076923,108,1.3846153846153846,0.5971470160116449,1.19,2015-2021,3+ Makes,0.4469871512778951,1.0000000010279564e-6,4.485177439525211,0.09516067629604741,0.6923076923076923,1.3846153846153846
